type,values,model,period,lambda
max_1d,1.1560995276181556,cap,dotcom,0.9450000000000001
max_5d,1.3236526031020084,cap,dotcom,0.9450000000000001
max_30d,1.892986682590637,cap,dotcom,0.9450000000000001
max_ltm,1.5427245110940444,cap,dotcom,0.9450000000000001
avg_ltm,1.2493686048181127,cap,dotcom,0.9450000000000001
n_breaches,2,buffer,dotcom,0.9450000000000001
N_observations,512,buffer,dotcom,0.9450000000000001
perc_breaches,0.00390625,buffer,dotcom,0.9450000000000001
conf_level,0.99609375,buffer,dotcom,0.9450000000000001
avg_shortfall,-0.011064527611037017,buffer,dotcom,0.9450000000000001
max_shortfall,-0.02163009174314734,buffer,dotcom,0.9450000000000001
costs,0.12030717642622367,buffer,dotcom,0.9450000000000001
peak_to_through,1.9819052036106661,buffer,dotcom,0.9450000000000001
max_1d,1.1370840573874468,buffer,dotcom,0.9450000000000001
