type,values,model,period,lambda
n_breaches,10,baseline,all,0.9
N_observations,5549,baseline,all,0.9
perc_breaches,0.0018021265092809514,baseline,all,0.9
conf_level,0.9981978734907191,baseline,all,0.9
avg_shortfall,-0.010648233508114165,baseline,all,0.9
max_shortfall,-0.033319606817845654,baseline,all,0.9
costs,0.07613189732840603,baseline,all,0.9
peak_to_through,6.895198992004146,baseline,all,0.9
max_1d,1.319090007770817,baseline,all,0.9
max_5d,2.0752384467877394,baseline,all,0.9
max_30d,4.554391552893604,baseline,all,0.9
max_ltm,1.428067537294912,baseline,all,0.9
avg_ltm,1.1488172472810116,baseline,all,0.9
n_breaches,13,speed,all,0.9
N_observations,5549,speed,all,0.9
perc_breaches,0.002342764462065237,speed,all,0.9
conf_level,0.9976572355379347,speed,all,0.9
avg_shortfall,-0.01788450644135404,speed,all,0.9
max_shortfall,-0.06316443517765534,speed,all,0.9
costs,0.07579052334573787,speed,all,0.9
peak_to_through,6.635010798980176,speed,all,0.9
max_1d,1.319090007770817,speed,all,0.9
max_5d,2.0752384467877394,speed,all,0.9
max_30d,2.0402713853650294,speed,all,0.9
max_ltm,1.6950781098313108,speed,all,0.9
avg_ltm,1.2315526108072141,speed,all,0.9
n_breaches,5,floor,all,0.9
N_observations,5549,floor,all,0.9
perc_breaches,9.010632546404757e-4,floor,all,0.9
conf_level,0.9990989367453595,floor,all,0.9
avg_shortfall,-0.018093627681850834,floor,all,0.9
max_shortfall,-0.033319606817845654,floor,all,0.9
costs,0.08437543656607577,floor,all,0.9
peak_to_through,3.386765374060476,floor,all,0.9
max_1d,1.2708484463958551,floor,all,0.9
max_5d,1.8601546103283035,floor,all,0.9
max_30d,3.286678136291,floor,all,0.9
max_ltm,1.428067537294912,floor,all,0.9
avg_ltm,1.2053756780792044,floor,all,0.9
n_breaches,11,cap,all,0.9
N_observations,5549,cap,all,0.9
perc_breaches,0.0019823391602090466,cap,all,0.9
conf_level,0.9980176608397909,cap,all,0.9
avg_shortfall,-0.0105808176559654,cap,all,0.9
max_shortfall,-0.033319606817845654,cap,all,0.9
costs,0.07446226458912361,cap,all,0.9
peak_to_through,4.404204722926203,cap,all,0.9
max_1d,1.319090007770817,cap,all,0.9
max_5d,2.0752384467877394,cap,all,0.9
max_30d,3.920820298296289,cap,all,0.9
max_ltm,1.428067537294912,cap,all,0.9
avg_ltm,1.141663417098885,cap,all,0.9
n_breaches,4,buffer,all,0.9
N_observations,5549,buffer,all,0.9
perc_breaches,7.208506037123806e-4,buffer,all,0.9
conf_level,0.9992791493962876,buffer,all,0.9
avg_shortfall,-0.00916998636151498,buffer,all,0.9
max_shortfall,-0.017343346123272763,buffer,all,0.9
costs,0.09248749206401752,buffer,all,0.9
peak_to_through,5.5161591936033165,buffer,all,0.9
max_1d,1.319090007770817,buffer,all,0.9
max_5d,2.0752384467877394,buffer,all,0.9
max_30d,3.6435132423148833,buffer,all,0.9
max_ltm,1.1424540298359296,buffer,all,0.9
avg_ltm,1.0808048946329594,buffer,all,0.9
n_breaches,6,cap_floor,all,0.9
N_observations,5549,cap_floor,all,0.9
perc_breaches,0.001081275905568571,cap_floor,all,0.9
conf_level,0.9989187240944314,cap_floor,all,0.9
avg_shortfall,-0.01672913292395532,cap_floor,all,0.9
max_shortfall,-0.033319606817845654,cap_floor,all,0.9
costs,0.08270580382679335,cap_floor,all,0.9
peak_to_through,2.1262764659158426,cap_floor,all,0.9
max_1d,1.2262626825106546,cap_floor,all,0.9
max_5d,1.787508095300796,cap_floor,all,0.9
max_30d,2.1262764659158426,cap_floor,all,0.9
max_ltm,1.428067537294912,cap_floor,all,0.9
avg_ltm,1.1828339176122735,cap_floor,all,0.9
n_breaches,6,speed_floor,all,0.9
N_observations,5549,speed_floor,all,0.9
perc_breaches,0.001081275905568571,speed_floor,all,0.9
conf_level,0.9989187240944314,speed_floor,all,0.9
avg_shortfall,-0.017410593375316193,speed_floor,all,0.9
max_shortfall,-0.033319606817845654,speed_floor,all,0.9
costs,0.08421327707488006,speed_floor,all,0.9
peak_to_through,3.386765374060476,speed_floor,all,0.9
max_1d,1.2567622574728308,speed_floor,all,0.9
max_5d,1.7152057488345955,speed_floor,all,0.9
max_30d,2.0402713853650294,speed_floor,all,0.9
max_ltm,1.428067537294912,speed_floor,all,0.9
avg_ltm,1.1878025133994137,speed_floor,all,0.9
n_breaches,4,baseline,covid,0.9
N_observations,252,baseline,covid,0.9
perc_breaches,0.015873015873015872,baseline,covid,0.9
conf_level,0.9841269841269842,baseline,covid,0.9
avg_shortfall,-0.0017030496772326535,baseline,covid,0.9
max_shortfall,-0.004961123199755932,baseline,covid,0.9
costs,0.09512343198073873,baseline,covid,0.9
peak_to_through,6.5807394710053915,baseline,covid,0.9
max_1d,1.2828551364242724,baseline,covid,0.9
max_5d,2.0440929425050185,baseline,covid,0.9
max_30d,4.554391552893604,baseline,covid,0.9
max_ltm,1.1428836638106592,baseline,covid,0.9
avg_ltm,1.0471074738293993,baseline,covid,0.9
n_breaches,7,speed,covid,0.9
N_observations,252,speed,covid,0.9
perc_breaches,0.027777777777777776,speed,covid,0.9
conf_level,0.9722222222222222,speed,covid,0.9
avg_shortfall,-0.018975492480770215,speed,covid,0.9
max_shortfall,-0.06316443517765534,speed,covid,0.9
costs,0.0889120984252413,speed,covid,0.9
peak_to_through,4.894005412520211,speed,covid,0.9
max_1d,1.2828551364242724,speed,covid,0.9
max_5d,1.9031345116218212,speed,covid,0.9
max_30d,2.0402713853650294,speed,covid,0.9
max_ltm,1.6950781098313108,speed,covid,0.9
avg_ltm,1.244348766143038,speed,covid,0.9
n_breaches,0,floor,covid,0.9
N_observations,252,floor,covid,0.9
perc_breaches,0,floor,covid,0.9
conf_level,1,floor,covid,0.9
avg_shortfall,NA,floor,covid,0.9
max_shortfall,Inf,floor,covid,0.9
costs,0.10175921389010631,floor,covid,0.9
peak_to_through,3.3288868857949128,floor,covid,0.9
max_1d,1.2113882855731741,floor,covid,0.9
max_5d,1.8601546103283035,floor,covid,0.9
max_30d,3.286678136291,floor,covid,0.9
max_ltm,-Inf,floor,covid,0.9
avg_ltm,NA,floor,covid,0.9
n_breaches,5,cap,covid,0.9
N_observations,252,cap,covid,0.9
perc_breaches,0.01984126984126984,cap,covid,0.9
conf_level,0.9801587301587301,cap,covid,0.9
avg_shortfall,-0.0029808577318490544,cap,covid,0.9
max_shortfall,-0.008092089950314657,cap,covid,0.9
costs,0.09061144154614319,cap,covid,0.9
peak_to_through,4.2033484301407675,cap,covid,0.9
max_1d,1.2828551364242724,cap,covid,0.9
max_5d,2.0440929425050185,cap,covid,0.9
max_30d,3.920820298296289,cap,covid,0.9
max_ltm,1.1428836638106592,cap,covid,0.9
avg_ltm,1.0487751191913477,cap,covid,0.9
n_breaches,0,buffer,covid,0.9
N_observations,252,buffer,covid,0.9
perc_breaches,0,buffer,covid,0.9
conf_level,1,buffer,covid,0.9
avg_shortfall,NA,buffer,covid,0.9
max_shortfall,Inf,buffer,covid,0.9
costs,0.11118713185380288,buffer,covid,0.9
peak_to_through,5.264591576804314,buffer,covid,0.9
max_1d,1.2828551364242724,buffer,covid,0.9
max_5d,2.0440929425050185,buffer,covid,0.9
max_30d,3.6435132423148833,buffer,covid,0.9
max_ltm,-Inf,buffer,covid,0.9
avg_ltm,NA,buffer,covid,0.9
n_breaches,1,cap_floor,covid,0.9
N_observations,252,cap_floor,covid,0.9
perc_breaches,0.003968253968253968,cap_floor,covid,0.9
conf_level,0.996031746031746,cap_floor,covid,0.9
avg_shortfall,-0.008092089950314657,cap_floor,covid,0.9
max_shortfall,-0.008092089950314657,cap_floor,covid,0.9
costs,0.09724722345551076,cap_floor,covid,0.9
peak_to_through,2.1262764659158426,cap_floor,covid,0.9
max_1d,1.2113882855731741,cap_floor,covid,0.9
max_5d,1.787508095300796,cap_floor,covid,0.9
max_30d,2.1262764659158426,cap_floor,covid,0.9
max_ltm,1.0554457006391407,cap_floor,covid,0.9
avg_ltm,1.0554457006391407,cap_floor,covid,0.9
n_breaches,1,speed_floor,covid,0.9
N_observations,252,speed_floor,covid,0.9
perc_breaches,0.003968253968253968,speed_floor,covid,0.9
conf_level,0.996031746031746,speed_floor,covid,0.9
avg_shortfall,-0.013995421842642991,speed_floor,covid,0.9
max_shortfall,-0.013995421842642991,speed_floor,covid,0.9
costs,0.09940779272982757,speed_floor,covid,0.9
peak_to_through,2.7754773526023087,speed_floor,covid,0.9
max_1d,1.2113882855731741,speed_floor,covid,0.9
max_5d,1.7152057488345955,speed_floor,covid,0.9
max_30d,2.0402713853650294,speed_floor,covid,0.9
max_ltm,1.0999366900004595,speed_floor,covid,0.9
avg_ltm,1.0999366900004595,speed_floor,covid,0.9
n_breaches,0,baseline,financialcrisis,0.9
N_observations,462,baseline,financialcrisis,0.9
perc_breaches,0,baseline,financialcrisis,0.9
conf_level,1,baseline,financialcrisis,0.9
avg_shortfall,NA,baseline,financialcrisis,0.9
max_shortfall,Inf,baseline,financialcrisis,0.9
costs,0.08689176896416484,baseline,financialcrisis,0.9
peak_to_through,6.3510055079640715,baseline,financialcrisis,0.9
max_1d,1.319090007770817,baseline,financialcrisis,0.9
max_5d,2.0752384467877394,baseline,financialcrisis,0.9
max_30d,2.5816376645592127,baseline,financialcrisis,0.9
max_ltm,-Inf,baseline,financialcrisis,0.9
avg_ltm,NA,baseline,financialcrisis,0.9
n_breaches,0,speed,financialcrisis,0.9
N_observations,462,speed,financialcrisis,0.9
perc_breaches,0,speed,financialcrisis,0.9
conf_level,1,speed,financialcrisis,0.9
avg_shortfall,NA,speed,financialcrisis,0.9
max_shortfall,Inf,speed,financialcrisis,0.9
costs,0.08650829067609074,speed,financialcrisis,0.9
peak_to_through,6.302470917926388,speed,financialcrisis,0.9
max_1d,1.319090007770817,speed,financialcrisis,0.9
max_5d,2.0752384467877394,speed,financialcrisis,0.9
max_30d,2.0402713853650294,speed,financialcrisis,0.9
max_ltm,-Inf,speed,financialcrisis,0.9
avg_ltm,NA,speed,financialcrisis,0.9
n_breaches,0,floor,financialcrisis,0.9
N_observations,462,floor,financialcrisis,0.9
perc_breaches,0,floor,financialcrisis,0.9
conf_level,1,floor,financialcrisis,0.9
avg_shortfall,NA,floor,financialcrisis,0.9
max_shortfall,Inf,floor,financialcrisis,0.9
costs,0.09643307334108753,floor,financialcrisis,0.9
peak_to_through,3.2279403979637333,floor,financialcrisis,0.9
max_1d,1.2708484463958551,floor,financialcrisis,0.9
max_5d,1.7469583322332876,floor,financialcrisis,0.9
max_30d,2.5636500671999194,floor,financialcrisis,0.9
max_ltm,-Inf,floor,financialcrisis,0.9
avg_ltm,NA,floor,financialcrisis,0.9
n_breaches,0,cap,financialcrisis,0.9
N_observations,462,cap,financialcrisis,0.9
perc_breaches,0,cap,financialcrisis,0.9
conf_level,1,cap,financialcrisis,0.9
avg_shortfall,NA,cap,financialcrisis,0.9
max_shortfall,Inf,cap,financialcrisis,0.9
costs,0.08099860099565222,cap,financialcrisis,0.9
peak_to_through,4.18347053588863,cap,financialcrisis,0.9
max_1d,1.319090007770817,cap,financialcrisis,0.9
max_5d,2.0752384467877394,cap,financialcrisis,0.9
max_30d,2.1843649609387543,cap,financialcrisis,0.9
max_ltm,-Inf,cap,financialcrisis,0.9
avg_ltm,NA,cap,financialcrisis,0.9
n_breaches,0,buffer,financialcrisis,0.9
N_observations,462,buffer,financialcrisis,0.9
perc_breaches,0,buffer,financialcrisis,0.9
conf_level,1,buffer,financialcrisis,0.9
avg_shortfall,NA,buffer,financialcrisis,0.9
max_shortfall,Inf,buffer,financialcrisis,0.9
costs,0.10041949766506236,buffer,financialcrisis,0.9
peak_to_through,5.080804406371257,buffer,financialcrisis,0.9
max_1d,1.319090007770817,buffer,financialcrisis,0.9
max_5d,2.0752384467877394,buffer,financialcrisis,0.9
max_30d,2.081295041292234,buffer,financialcrisis,0.9
max_ltm,-Inf,buffer,financialcrisis,0.9
avg_ltm,NA,buffer,financialcrisis,0.9
n_breaches,0,cap_floor,financialcrisis,0.9
N_observations,462,cap_floor,financialcrisis,0.9
perc_breaches,0,cap_floor,financialcrisis,0.9
conf_level,1,cap_floor,financialcrisis,0.9
avg_shortfall,NA,cap_floor,financialcrisis,0.9
max_shortfall,Inf,cap_floor,financialcrisis,0.9
costs,0.0905399053725749,cap_floor,financialcrisis,0.9
peak_to_through,2.1262764659158426,cap_floor,financialcrisis,0.9
max_1d,1.2262626825106546,cap_floor,financialcrisis,0.9
max_5d,1.498976682837934,cap_floor,financialcrisis,0.9
max_30d,2.1262764659158426,cap_floor,financialcrisis,0.9
max_ltm,-Inf,cap_floor,financialcrisis,0.9
avg_ltm,NA,cap_floor,financialcrisis,0.9
n_breaches,0,speed_floor,financialcrisis,0.9
N_observations,462,speed_floor,financialcrisis,0.9
perc_breaches,0,speed_floor,financialcrisis,0.9
conf_level,1,speed_floor,financialcrisis,0.9
avg_shortfall,NA,speed_floor,financialcrisis,0.9
max_shortfall,Inf,speed_floor,financialcrisis,0.9
costs,0.0960726513882268,speed_floor,financialcrisis,0.9
peak_to_through,3.2032723727691734,speed_floor,financialcrisis,0.9
max_1d,1.2262626825106546,speed_floor,financialcrisis,0.9
max_5d,1.498976682837934,speed_floor,financialcrisis,0.9
max_30d,2.0402713853650294,speed_floor,financialcrisis,0.9
max_ltm,-Inf,speed_floor,financialcrisis,0.9
avg_ltm,NA,speed_floor,financialcrisis,0.9
n_breaches,2,baseline,dotcom,0.9
N_observations,512,baseline,dotcom,0.9
perc_breaches,0.00390625,baseline,dotcom,0.9
conf_level,0.99609375,baseline,dotcom,0.9
avg_shortfall,-0.024733992825577186,baseline,dotcom,0.9
max_shortfall,-0.026695741089795166,baseline,dotcom,0.9
costs,0.11396387069465609,baseline,dotcom,0.9
peak_to_through,3.4764505489424433,baseline,dotcom,0.9
max_1d,1.2567622574728308,baseline,dotcom,0.9
max_5d,1.5112002721842028,baseline,dotcom,0.9
max_30d,2.433599708381979,baseline,dotcom,0.9
max_ltm,1.3151082508526242,baseline,dotcom,0.9
avg_ltm,1.2478884515326056,baseline,dotcom,0.9
n_breaches,2,speed,dotcom,0.9
N_observations,512,speed,dotcom,0.9
perc_breaches,0.00390625,speed,dotcom,0.9
conf_level,0.99609375,speed,dotcom,0.9
avg_shortfall,-0.024733992825577186,speed,dotcom,0.9
max_shortfall,-0.026695741089795166,speed,dotcom,0.9
costs,0.11370542236229247,speed,dotcom,0.9
peak_to_through,3.4764505489424433,speed,dotcom,0.9
max_1d,1.2567622574728308,speed,dotcom,0.9
max_5d,1.5112002721842028,speed,dotcom,0.9
max_30d,2.0402713853650294,speed,dotcom,0.9
max_ltm,1.3151082508526242,speed,dotcom,0.9
avg_ltm,1.2478884515326056,speed,dotcom,0.9
n_breaches,2,floor,dotcom,0.9
N_observations,512,floor,dotcom,0.9
perc_breaches,0.00390625,floor,dotcom,0.9
conf_level,0.99609375,floor,dotcom,0.9
avg_shortfall,-0.024733992825577186,floor,dotcom,0.9
max_shortfall,-0.026695741089795166,floor,dotcom,0.9
costs,0.11404732209552446,floor,dotcom,0.9
peak_to_through,3.386765374060476,floor,dotcom,0.9
max_1d,1.2567622574728308,floor,dotcom,0.9
max_5d,1.5112002721842028,floor,dotcom,0.9
max_30d,2.433599708381979,floor,dotcom,0.9
max_ltm,1.3151082508526242,floor,dotcom,0.9
avg_ltm,1.2478884515326056,floor,dotcom,0.9
n_breaches,2,cap,dotcom,0.9
N_observations,512,cap,dotcom,0.9
perc_breaches,0.00390625,cap,dotcom,0.9
conf_level,0.99609375,cap,dotcom,0.9
avg_shortfall,-0.02564127741765873,cap,dotcom,0.9
max_shortfall,-0.028510310273958256,cap,dotcom,0.9
costs,0.1048191596160288,cap,dotcom,0.9
peak_to_through,2.1825825443213995,cap,dotcom,0.9
max_1d,1.204327206400002,cap,dotcom,0.9
max_5d,1.5112002721842028,cap,dotcom,0.9
max_30d,1.9760098331091562,cap,dotcom,0.9
max_ltm,1.3151082508526242,cap,dotcom,0.9
avg_ltm,1.255228158851845,cap,dotcom,0.9
n_breaches,2,buffer,dotcom,0.9
N_observations,512,buffer,dotcom,0.9
perc_breaches,0.00390625,buffer,dotcom,0.9
conf_level,0.99609375,buffer,dotcom,0.9
avg_shortfall,-0.01102429475174839,buffer,dotcom,0.9
max_shortfall,-0.017343346123272763,buffer,dotcom,0.9
costs,0.13079580532946536,buffer,dotcom,0.9
peak_to_through,2.781160439153955,buffer,dotcom,0.9
max_1d,1.204327206400002,buffer,dotcom,0.9
max_5d,1.5112002721842028,buffer,dotcom,0.9
max_30d,1.9468797667055833,buffer,dotcom,0.9
max_ltm,1.1103875983366112,buffer,dotcom,0.9
avg_ltm,1.0812370995093552,buffer,dotcom,0.9
n_breaches,2,cap_floor,dotcom,0.9
N_observations,512,cap_floor,dotcom,0.9
perc_breaches,0.00390625,cap_floor,dotcom,0.9
conf_level,0.99609375,cap_floor,dotcom,0.9
avg_shortfall,-0.02564127741765873,cap_floor,dotcom,0.9
max_shortfall,-0.028510310273958256,cap_floor,dotcom,0.9
costs,0.10490261101689717,cap_floor,dotcom,0.9
peak_to_through,2.1262764659158426,cap_floor,dotcom,0.9
max_1d,1.204327206400002,cap_floor,dotcom,0.9
max_5d,1.5112002721842028,cap_floor,dotcom,0.9
max_30d,1.9760098331091562,cap_floor,dotcom,0.9
max_ltm,1.3151082508526242,cap_floor,dotcom,0.9
avg_ltm,1.255228158851845,cap_floor,dotcom,0.9
n_breaches,2,speed_floor,dotcom,0.9
N_observations,512,speed_floor,dotcom,0.9
perc_breaches,0.00390625,speed_floor,dotcom,0.9
conf_level,0.99609375,speed_floor,dotcom,0.9
avg_shortfall,-0.024733992825577186,speed_floor,dotcom,0.9
max_shortfall,-0.026695741089795166,speed_floor,dotcom,0.9
costs,0.11378887376316084,speed_floor,dotcom,0.9
peak_to_through,3.386765374060476,speed_floor,dotcom,0.9
max_1d,1.2567622574728308,speed_floor,dotcom,0.9
max_5d,1.5112002721842028,speed_floor,dotcom,0.9
max_30d,2.0402713853650294,speed_floor,dotcom,0.9
max_ltm,1.3151082508526242,speed_floor,dotcom,0.9
avg_ltm,1.2478884515326056,speed_floor,dotcom,0.9
kpf,1,baseline,all,0.9
kpf,1,floor,all,0.9
kpf,1,cap,all,0.9
kpf,1,speed,all,0.9
kpf,1,buffer,all,0.9
kpf,1,speed_floor,all,0.9
kpf,1,cap_floor,all,0.9
n_breaches,9,baseline,all,0.905
N_observations,5549,baseline,all,0.905
perc_breaches,0.0016219138583528565,baseline,all,0.905
conf_level,0.9983780861416471,baseline,all,0.905
avg_shortfall,-0.01201216177703015,baseline,all,0.905
max_shortfall,-0.03398423125756905,baseline,all,0.905
costs,0.07614772096114605,baseline,all,0.905
peak_to_through,6.773570935390759,baseline,all,0.905
max_1d,1.3092486983046447,baseline,all,0.905
max_5d,2.0404994956360927,baseline,all,0.905
max_30d,4.493091437964109,baseline,all,0.905
max_ltm,1.4403663075092512,baseline,all,0.905
avg_ltm,1.1690053224300383,baseline,all,0.905
n_breaches,12,speed,all,0.905
N_observations,5549,speed,all,0.905
perc_breaches,0.002162551811137142,speed,all,0.905
conf_level,0.9978374481888629,speed,all,0.905
avg_shortfall,-0.020031198820501243,speed,all,0.905
max_shortfall,-0.0661215076110977,speed,all,0.905
costs,0.07579316334535215,speed,all,0.905
peak_to_through,6.536759126469355,speed,all,0.905
max_1d,1.3092486983046447,speed,all,0.905
max_5d,2.0404994956360927,speed,all,0.905
max_30d,2.004409530489902,speed,all,0.905
max_ltm,1.7520918899546654,speed,all,0.905
avg_ltm,1.263553317869078,speed,all,0.905
n_breaches,6,floor,all,0.905
N_observations,5549,floor,all,0.905
perc_breaches,0.001081275905568571,floor,all,0.905
conf_level,0.9989187240944314,floor,all,0.905
avg_shortfall,-0.015432092614219113,floor,all,0.905
max_shortfall,-0.03398423125756905,floor,all,0.905
costs,0.08441557459192979,floor,all,0.905
peak_to_through,3.3473466995871646,floor,all,0.905
max_1d,1.2666543105922394,floor,all,0.905
max_5d,1.8579756211945075,floor,all,0.905
max_30d,3.266110385121306,floor,all,0.905
max_ltm,1.4403663075092512,floor,all,0.905
avg_ltm,1.1777302262052367,floor,all,0.905
n_breaches,10,cap,all,0.905
N_observations,5549,cap,all,0.905
perc_breaches,0.0018021265092809514,cap,all,0.905
conf_level,0.9981978734907191,cap,all,0.905
avg_shortfall,-0.011823501613272697,cap,all,0.905
max_shortfall,-0.03398423125756905,cap,all,0.905
costs,0.0745335341472209,cap,all,0.905
peak_to_through,4.4124902084618025,cap,all,0.905
max_1d,1.3092486983046447,cap,all,0.905
max_5d,2.0404994956360927,cap,all,0.905
max_30d,3.9394137726654086,cap,all,0.905
max_ltm,1.4403663075092512,cap,all,0.905
avg_ltm,1.1592966249301608,cap,all,0.905
n_breaches,4,buffer,all,0.905
N_observations,5549,buffer,all,0.905
perc_breaches,7.208506037123806e-4,buffer,all,0.905
conf_level,0.9992791493962876,buffer,all,0.905
avg_shortfall,-0.010017775011020169,buffer,all,0.905
max_shortfall,-0.01863587620217308,buffer,all,0.905
costs,0.09242916874904471,buffer,all,0.905
peak_to_through,5.418856748312606,buffer,all,0.905
max_1d,1.3092486983046447,buffer,all,0.905
max_5d,2.0404994956360927,buffer,all,0.905
max_30d,3.5944731503712872,buffer,all,0.905
max_ltm,1.152293046007401,buffer,all,0.905
avg_ltm,1.0891459910709775,buffer,all,0.905
n_breaches,7,cap_floor,all,0.905
N_observations,5549,cap_floor,all,0.905
perc_breaches,0.001261488556496666,cap_floor,all,0.905
conf_level,0.9987385114435033,cap_floor,all,0.905
avg_shortfall,-0.014674016546395757,cap_floor,all,0.905
max_shortfall,-0.03398423125756905,cap_floor,all,0.905
costs,0.08280138777800464,cap_floor,all,0.905
peak_to_through,2.127634039942593,cap_floor,all,0.905
max_1d,1.2219403533323288,cap_floor,all,0.905
max_5d,1.8275301396614272,cap_floor,all,0.905
max_30d,2.127634039942593,cap_floor,all,0.905
max_ltm,1.4403663075092512,cap_floor,all,0.905
avg_ltm,1.1626142435232405,cap_floor,all,0.905
n_breaches,7,speed_floor,all,0.905
N_observations,5549,speed_floor,all,0.905
perc_breaches,0.001261488556496666,speed_floor,all,0.905
conf_level,0.9987385114435033,speed_floor,all,0.905
avg_shortfall,-0.015578501649598146,speed_floor,all,0.905
max_shortfall,-0.03398423125756905,speed_floor,all,0.905
costs,0.08424443487915678,speed_floor,all,0.905
peak_to_through,3.3473466995871646,speed_floor,all,0.905
max_1d,1.246653639884658,speed_floor,all,0.905
max_5d,1.7231240709520412,speed_floor,all,0.905
max_30d,2.004409530489902,speed_floor,all,0.905
max_ltm,1.4403663075092512,speed_floor,all,0.905
avg_ltm,1.169428220505243,speed_floor,all,0.905
n_breaches,2,baseline,covid,0.905
N_observations,252,baseline,covid,0.905
perc_breaches,0.007936507936507936,baseline,covid,0.905
conf_level,0.9920634920634921,baseline,covid,0.905
avg_shortfall,-0.0031792491742045972,baseline,covid,0.905
max_shortfall,-0.005021068617013298,baseline,covid,0.905
costs,0.09483941742563333,baseline,covid,0.905
peak_to_through,6.467805650644094,baseline,covid,0.905
max_1d,1.2747966569560796,baseline,covid,0.905
max_5d,2.00447453276535,baseline,covid,0.905
max_30d,4.493091437964109,baseline,covid,0.905
max_ltm,1.1448602284513878,baseline,covid,0.905
avg_ltm,1.091722857584271,baseline,covid,0.905
n_breaches,5,speed,covid,0.905
N_observations,252,speed,covid,0.905
perc_breaches,0.01984126984126984,speed,covid,0.905
conf_level,0.9801587301587301,speed,covid,0.905
avg_shortfall,-0.027724685640230555,speed,covid,0.905
max_shortfall,-0.0661215076110977,speed,covid,0.905
costs,0.08852092356471239,speed,covid,0.905
peak_to_through,4.778622270862635,speed,covid,0.905
max_1d,1.2747966569560796,speed,covid,0.905
max_5d,1.8741097717548985,speed,covid,0.905
max_30d,2.004409530489902,speed,covid,0.905
max_ltm,1.7520918899546654,speed,covid,0.905
avg_ltm,1.365007525545427,speed,covid,0.905
n_breaches,0,floor,covid,0.905
N_observations,252,floor,covid,0.905
perc_breaches,0,floor,covid,0.905
conf_level,1,floor,covid,0.905
avg_shortfall,NA,floor,covid,0.905
max_shortfall,Inf,floor,covid,0.905
costs,0.10128446957353575,floor,covid,0.905
peak_to_through,3.266110385121306,floor,covid,0.905
max_1d,1.209699647889529,floor,covid,0.905
max_5d,1.8579756211945075,floor,covid,0.905
max_30d,3.266110385121306,floor,covid,0.905
max_ltm,-Inf,floor,covid,0.905
avg_ltm,NA,floor,covid,0.905
n_breaches,3,cap,covid,0.905
N_observations,252,cap,covid,0.905
perc_breaches,0.011904761904761904,cap,covid,0.905
conf_level,0.9880952380952381,cap,covid,0.905
avg_shortfall,-0.004785801771561335,cap,covid,0.905
max_shortfall,-0.00799890696627481,cap,covid,0.905
costs,0.09077882009179641,cap,covid,0.905
peak_to_through,4.213306301199103,cap,covid,0.905
max_1d,1.2747966569560796,cap,covid,0.905
max_5d,2.00447453276535,cap,covid,0.905
max_30d,3.9394137726654086,cap,covid,0.905
max_ltm,1.1448602284513878,cap,covid,0.905
avg_ltm,1.0794059900868962,cap,covid,0.905
n_breaches,0,buffer,covid,0.905
N_observations,252,buffer,covid,0.905
perc_breaches,0,buffer,covid,0.905
conf_level,1,buffer,covid,0.905
avg_shortfall,NA,buffer,covid,0.905
max_shortfall,Inf,buffer,covid,0.905
costs,0.11085585846945184,buffer,covid,0.905
peak_to_through,5.174244520515275,buffer,covid,0.905
max_1d,1.2747966569560796,buffer,covid,0.905
max_5d,2.00447453276535,buffer,covid,0.905
max_30d,3.5944731503712872,buffer,covid,0.905
max_ltm,-Inf,buffer,covid,0.905
avg_ltm,NA,buffer,covid,0.905
n_breaches,1,cap_floor,covid,0.905
N_observations,252,cap_floor,covid,0.905
perc_breaches,0.003968253968253968,cap_floor,covid,0.905
conf_level,0.996031746031746,cap_floor,covid,0.905
avg_shortfall,-0.00799890696627481,cap_floor,covid,0.905
max_shortfall,-0.00799890696627481,cap_floor,covid,0.905
costs,0.09722387223969883,cap_floor,covid,0.905
peak_to_through,2.127634039942593,cap_floor,covid,0.905
max_1d,1.209699647889529,cap_floor,covid,0.905
max_5d,1.8275301396614272,cap_floor,covid,0.905
max_30d,2.127634039942593,cap_floor,covid,0.905
max_ltm,1.0547722550921463,cap_floor,covid,0.905
avg_ltm,1.0547722550921463,cap_floor,covid,0.905
n_breaches,1,speed_floor,covid,0.905
N_observations,252,speed_floor,covid,0.905
perc_breaches,0.003968253968253968,speed_floor,covid,0.905
conf_level,0.996031746031746,speed_floor,covid,0.905
avg_shortfall,-0.016456955861872347,speed_floor,covid,0.905
max_shortfall,-0.016456955861872347,speed_floor,covid,0.905
costs,0.09891003897422135,speed_floor,covid,0.905
peak_to_through,2.717306033371865,speed_floor,covid,0.905
max_1d,1.209699647889529,speed_floor,covid,0.905
max_5d,1.7231240709520412,speed_floor,covid,0.905
max_30d,2.004409530489902,speed_floor,covid,0.905
max_ltm,1.1196161863052805,speed_floor,covid,0.905
avg_ltm,1.1196161863052805,speed_floor,covid,0.905
n_breaches,0,baseline,financialcrisis,0.905
N_observations,462,baseline,financialcrisis,0.905
perc_breaches,0,baseline,financialcrisis,0.905
conf_level,1,baseline,financialcrisis,0.905
avg_shortfall,NA,baseline,financialcrisis,0.905
max_shortfall,Inf,baseline,financialcrisis,0.905
costs,0.08657786909357455,baseline,financialcrisis,0.905
peak_to_through,6.258260469168837,baseline,financialcrisis,0.905
max_1d,1.3092486983046447,baseline,financialcrisis,0.905
max_5d,2.0404994956360927,baseline,financialcrisis,0.905
max_30d,2.5390311926099542,baseline,financialcrisis,0.905
max_ltm,-Inf,baseline,financialcrisis,0.905
